record,uuid,date,s2,s3,s4,s5r1,s5r2,s5r3,s5r4,s5r5,s5r6,s5r7,s6,s6r22oe,origcat,state,akc,alc,arc,azc,cac,coc,ctc,dec,flc,gac,hic,iac,idc,ilc,inc,ksc,kyc,lac,mac,mec,mdc,mic,mnc,moc,msc,mtc,ncc,ndc,nec,nhc,nmc,nvc,njc,nyc,ohc,okc,orc,pac,ric,scc,sdc,tnc,txc,utc,vac,vtc,wac,wic,wvc,wyc,s9,educat,s10,q1,q2,splitassignment1,pipeq3r1,pipeq3r2,pipeq3none,q3,q3r8oe,pipeq4r3,pipeq4r2,pipeq4none,q4r1,q4r2,q4r3,q4r4,q4r5,q4r6,q4r7,q4r8,q4r9,q5,q6,q7,q8r1,q8r2,q8r3,q8r4,q8r5,q8r6,q8r7,q8r8,q8r9,q8r10,q8r11,q8r12,q9,q10,q11,q12,q13,criminality,q14r1,q14r2,q14r3,q14r4,q14r5,q15,q16,q17r1,q18,q19,q20r1,q20r2,q20r3,q20r4,q20r5,q21,q71,q22,q23,q24,q25,q26,q27,q28,q29r1,q29r2,q29r3,q29r4,q29r5,q29r6,q30r1,q30r2,q30r3,q30r4,q30r5,q30r6,q30r7,q30r8,oaxaca_treatments,q31,q32,q33,q34,q35r1,q35r2,q35r3,q35r4,q35r5,q36,q37,q37r8oe,q38,q38r8oe,q39,q40,q41,q42,q43,q44,q45,q46,q47,q48,q49,q50r1,q50r2,q50r3,q50r4,q50r5,q50r6,q50r7,q50r7oe,q51,q52r1,q52r2,q52r3,q52r4,q52r5,q52r6,q52r7,q52r8,q52r9,q52r10,q52r11,q52r12,q52r13,q52r14,q72,q53a,q53b,q54,q55,q56r1,q56r2,q56r3,q56r4,q56r5,q56r6,q56r7,q56r8,q56r9,q57,q58,q59,q60,q61,q62,q63r1,q63r2,q63r3,q63r4,q63r5,q63r6,q63r7,q64,q65,q66,q67,q68r1,q68r2,q68r3,q68r4,q68r5,q68r6,q68r7,q68r8,q69r1,q69r2,q69r3,q69r4,q69r5,q69r6,q69r7,q69r8,q69r9,q69r10,q69r11,q69r12,q69r13,q69r14,q69r15,q69r16,q69r17,q69r18,q69r19,q69r20,q69r21,q69r22,q69r23,q69r24,q69r25,q69r26,q69r27,q69r28,q69r29,q69r30,q69r31,q69r32,q69r31oe,q70,vlist,qtime,vmobiledevice,vmobileos,start_date,declang,weight
288,ud1vv4ex32j6uk16,4/24/25 14:32,5,1,2,0,1,0,0,0,0,0,13,,1,11,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,41,2,2,0,1,0,3,,0,1,0,2,2,2,2,3,2,2,2,1,,1,1,0,0,0,0,0,0,0,0,1,1,,0,5,5,5,,5,5,1,1,0,0,0,2,1,4,3,4,0,0,0,0,1,3,3,2,2,,3,4,1,5,3,3,3,3,2,2,0,1,0,0,0,0,0,0,4,2,3,3,3,0,0,0,0,1,1,,,3,,3,2,1,1,3,3,3,3,1,3,2,0,0,0,0,0,0,1,Cruzando la frontera,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,2,2,2,2,3,1,1,0,0,1,0,0,1,0,6,2,13,2,3,4,0,1,0,0,0,0,0,,2,2,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30052,1,2075.37,6,6,4/24/25 13:56,spanish,1.127195
334,xhb5ermvuyjvhhy3,4/24/25 16:24,6,1,2,0,1,0,0,0,0,0,13,,1,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,50,2,2,0,1,0,1,,0,1,0,2,2,2,2,2,2,2,2,2,,2,1,1,0,0,0,0,0,0,0,0,0,,0,5,5,5,,5,5,0,0,1,0,0,3,1,6,2,4,0,0,0,0,1,1,1,1,1,,3,3,9,3,2,2,2,2,2,2,0,1,1,0,0,0,0,0,1,1,3,2,2,1,0,0,1,0,1,,,4,,4,1,1,1,1,4,4,4,2,2,3,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,,,0,1,0,0,0,0,0,0,0,4,2,3,1,2,4,0,0,0,1,1,0,0,,2,1,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,91710,1,1940.94,6,6,4/24/25 15:48,spanish,1.627388
367,sk2sfe09zak5v8ws,4/26/25 15:06,3,1,2,0,1,0,0,0,0,0,13,,1,5,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,31,2,2,0,1,0,6,,0,1,0,2,2,2,2,2,2,2,2,2,,2,2,1,1,0,0,0,1,0,0,0,0,,0,5,4,5,,5,5,0,0,0,1,0,2,1,6,2,4,0,0,0,0,1,1,1,1,1,,3,1,1,3,2,2,3,2,1,1,0,0,0,0,1,0,0,0,4,2,4,2,4,0,0,0,0,1,5,,,4,,3,2,2,2,2,5,3,2,2,3,3,,,,,,,,,,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,2,0,,,0,0,0,1,0,0,0,0,0,4,1,4,2,2,4,0,0,1,1,0,0,0,,3,,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,95341,1,1172.86,6,6,4/24/25 19:52,spanish,0.946844
370,5zeragp3vgxu5vjj,4/25/25 12:41,4,1,2,0,1,0,0,0,0,0,13,,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,4,2,1,26,1,2,0,1,0,1,,0,1,0,2,2,2,2,2,2,2,2,2,,1,2,0,0,0,0,0,0,0,0,0,,0,1,5,5,5,,5,5,0,1,0,0,0,1,2,7,3,4,1,0,0,0,0,1,1,1,1,,3,1,13,1,2,2,2,2,2,2,0,0,0,0,0,0,0,1,4,5,1,2,5,0,0,0,0,1,5,,,4,,3,1,3,3,4,4,4,4,4,1,3,,,,,,,,,,1,1,0,1,1,0,1,0,1,1,1,1,1,0,3,2,3,2,1,0,0,0,0,0,0,0,0,1,,3,5,1,1,4,0,0,0,0,1,1,0,1,3,,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11552,1,1862.76,6,6,4/25/25 12:09,spanish,0.9197915
380,3khaea5nh4vw3gbw,4/28/25 13:27,3,2,2,0,1,0,0,0,0,0,13,,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,4,2,2,6,1,2,0,1,0,1,,0,1,0,3,2,1,2,2,3,1,1,1,,1,1,0,0,0,0,0,0,1,1,1,1,,0,5,5,5,,5,5,0,0,0,0,1,2,1,4,3,4,0,0,0,0,1,1,1,2,1,,3,1,4,2,3,3,3,3,2,3,0,0,1,1,0,0,0,0,1,1,3,2,4,0,0,0,0,1,1,,,4,,4,2,1,1,2,5,5,2,1,1,3,,,,,,,,,,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,3,1,3,3,0,1,0,0,0,0,1,1,0,4,2,5,3,2,2,0,0,0,1,1,0,0,,3,,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12305,1,1849.25,6,6,4/25/25 12:51,spanish,0.8105969
386,5kmj16kdgyxrzpfn,4/25/25 13:45,3,2,2,0,1,0,0,0,0,0,13,,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,3,1,1,19,2,2,0,1,0,2,,0,1,0,2,1,2,2,3,2,2,2,1,,1,2,1,0,1,0,0,1,1,1,1,,1,0,5,3,5,,5,5,0,0,0,1,0,1,1,7,3,4,0,0,0,0,1,1,1,1,1,,3,1,5,2,3,2,3,2,2,3,0,1,1,0,0,0,0,0,2,1,2,2,4,1,0,0,0,0,5,,,3,,3,2,1,1,1,4,4,3,3,1,3,,,,,,,,,,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,2,2,2,2,0,1,0,0,0,0,0,0,0,1,3,5,2,2,4,0,0,0,1,1,1,0,1,3,,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10002,1,2027.48,6,6,4/25/25 13:10,spanish,0.9473852
409,1qbx4nuezfstm56d,4/25/25 14:55,3,1,2,0,1,0,0,0,0,0,12,,2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,3,1,5,7,2,2,0,1,0,5,,0,1,0,3,3,2,1,2,1,2,2,1,,4,1,0,0,0,0,0,0,0,0,0,0,,1,4,5,5,,5,5,0,1,0,0,0,2,2,6,1,4,0,0,0,0,1,1,1,1,1,,3,4,13,2,2,2,3,2,2,2,0,0,0,1,1,0,0,0,3,1,1,2,2,1,0,0,1,0,3,,,3,,2,1,1,1,1,5,5,1,1,3,3,,,,,,,,,,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,7,3,1,2,0,0,0,0,1,0,1,0,0,4,2,4,2,2,2,0,1,0,1,1,0,0,,2,1,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27900,1,1575.25,6,6,4/25/25 14:16,spanish,1.06089
431,mgn8wqhey7rk4z6s,4/26/25 15:47,3,1,2,0,1,0,0,0,0,0,10,,2,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,4,2,1,37,2,2,0,1,0,3,,0,1,0,3,3,3,3,3,3,1,2,2,,1,1,0,0,0,0,0,0,1,0,0,,0,0,5,5,5,,5,5,1,1,0,0,0,1,2,1,3,4,0,0,0,0,1,1,1,1,1,,2,1,12,4,3,3,3,3,2,3,1,0,0,0,1,0,0,0,4,5,5,1,3,1,0,1,0,0,3,,,3,,3,2,1,1,1,5,5,2,2,2,3,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,,,1,0,0,0,0,0,0,0,0,1,3,7,1,1,4,0,0,0,0,1,0,0,1,4,,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,99205,1,408.1,6,6,4/25/25 15:42,english,0.6558228
548,r8v5fjv784ed0ecc,4/26/25 10:49,6,2,2,0,1,0,0,0,0,0,7,,4,10,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,4,27,1,2,0,1,0,4,,0,1,0,3,2,3,3,2,3,1,2,2,,1,1,0,0,0,0,0,0,1,0,1,1,,0,3,5,5,,5,5,1,1,1,0,0,2,2,7,3,4,0,0,0,0,1,1,1,2,3,,3,1,15,2,3,3,3,2,2,2,0,0,0,1,0,0,0,0,3,4,3,3,3,0,0,0,0,1,5,,,1,,1,2,1,1,4,4,4,4,2,2,3,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,,,1,0,0,0,0,0,0,0,0,1,3,10,1,2,4,0,0,0,0,0,0,1,,3,,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33190,1,1614.56,6,6,4/26/25 10:22,english,1.138246
574,83bja1ppb08vy7g0,4/26/25 12:19,6,1,2,0,1,0,0,0,0,0,10,,2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,1,1,1,45,1,2,0,1,0,5,,0,1,0,2,2,2,2,3,2,1,2,2,,4,1,0,0,0,0,0,0,0,0,0,,0,1,5,5,5,,5,5,0,0,0,1,0,1,1,6,1,1,0,0,0,0,1,3,4,2,1,,2,3,12,2,3,2,2,2,2,2,0,0,0,0,0,1,0,0,1,1,1,2,4,0,0,0,0,1,3,,,3,,3,2,2,1,3,4,4,4,3,2,3,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,2,3,0,0,0,0,0,0,1,0,0,1,3,1,2,3,4,0,0,0,1,1,0,0,1,3,,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,77469,1,1777.64,6,6,4/26/25 11:48,spanish,1.859872
581,8nxta3h8w6jees2d,4/26/25 13:07,3,1,2,0,1,0,0,0,0,0,5,,3,10,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,36,1,2,0,1,0,6,,0,1,0,2,3,2,2,2,2,3,2,2,,1,2,1,0,0,0,0,1,1,0,1,1,,0,5,5,5,,5,5,0,0,1,0,0,2,2,5,2,4,0,0,0,0,1,1,1,1,1,,2,1,3,2,2,3,3,2,2,2,0,0,1,1,1,0,0,0,2,3,2,2,4,0,0,0,0,1,4,,,3,,2,2,1,1,2,4,4,3,2,3,3,,,,,,,,,,0,1,0,1,0,0,1,0,0,0,1,1,1,0,2,2,1,2,2,1,0,0,0,0,0,1,0,0,1,2,6,3,2,4,0,0,0,0,0,1,0,,3,,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33976,1,2178.1,6,6,4/26/25 12:30,english,0.6365338
600,62ram00v93raztqn,4/26/25 15:06,2,2,2,0,1,0,0,0,0,0,13,,1,10,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,25,2,2,0,1,0,6,,0,1,0,3,2,2,2,2,2,2,1,2,,1,1,1,0,0,0,0,1,1,0,1,0,,0,5,5,5,,5,5,0,0,1,0,0,4,4,7,2,5,0,0,0,0,1,1,4,1,1,,3,2,1,5,2,2,2,2,2,2,0,1,0,0,0,0,1,0,3,3,3,2,4,0,0,0,0,1,3,,,3,,1,2,1,1,4,4,4,2,2,2,3,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,1,1,1,0,3,2,0,,,0,0,0,0,0,0,1,0,0,4,2,13,4,3,4,0,0,0,0,0,0,1,,3,,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33935,1,2668.64,6,6,4/26/25 14:21,english,0.8443717
623,yz9h545qbcwuybtf,4/26/25 16:52,6,2,2,0,1,0,0,0,0,0,11,,2,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,5,2,1,36,1,2,0,1,0,1,,0,1,0,3,2,2,2,3,2,3,2,1,,1,2,1,0,0,0,0,0,1,1,1,,0,0,5,5,5,,5,5,0,0,0,0,1,1,1,5,2,4,0,0,0,0,1,1,1,2,1,,3,3,6,2,3,2,2,2,2,2,0,1,0,0,0,0,1,0,2,1,1,2,4,1,0,0,0,0,4,,,3,,3,2,1,1,4,5,5,4,2,1,3,,,,,,,,,,1,1,0,1,1,0,1,0,1,1,1,1,1,0,3,3,0,,,1,1,0,0,0,0,1,0,0,1,3,4,1,2,2,0,0,0,0,1,0,0,1,3,,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10451,1,1785.71,6,6,4/26/25 16:20,spanish,1.393213
661,tzvqu0pp1bpqmxp4,4/27/25 15:23,6,2,2,0,1,0,0,0,0,0,7,,4,10,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,1,16,2,2,0,1,0,3,,0,1,0,3,3,3,3,3,3,3,2,3,,4,1,0,0,0,0,0,0,0,0,0,,1,0,4,4,5,,5,5,0,0,0,1,0,1,2,7,1,4,0,0,0,0,1,3,4,2,5,,2,3,3,5,2,2,2,2,2,2,0,0,0,0,0,1,0,0,3,5,5,3,5,0,0,0,0,1,3,,,1,,1,2,1,1,4,5,3,4,3,3,3,,,,,,,,,,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,3,0,,,0,0,0,0,0,0,0,0,1,,3,13,1,2,4,1,0,0,0,0,0,0,1,2,2,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,34994,9,3290.67,1,1,4/27/25 14:28,spanish,0.9675093
817,25r1q0eue2c1pjua,4/27/25 19:47,5,2,2,0,1,0,0,0,0,0,7,,4,10,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,2,4,2,2,0,1,0,3,,0,1,0,3,3,2,2,3,2,3,2,2,,3,2,1,0,0,0,0,1,0,0,1,0,,0,4,5,5,,5,5,0,0,1,0,0,4,2,4,3,4,0,0,0,0,1,3,3,2,2,,3,2,10,1,2,2,2,2,2,2,0,0,1,1,1,0,0,0,4,1,2,2,4,1,0,0,1,0,1,,,3,,2,2,1,1,4,4,5,3,3,3,3,,,,,,,,,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,3,3,1,2,1,0,0,0,0,0,0,0,0,1,,2,10,3,2,1,1,0,0,0,0,0,0,,2,2,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,34117,9,1232.87,1,1,4/27/25 19:26,spanish,0.8278155
832,b72pfbery2ev3w55,4/27/25 20:31,4,1,2,0,1,0,0,0,0,0,13,,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,26,1,2,0,1,0,1,,0,1,0,2,2,3,2,3,2,2,2,2,,1,4,0,0,0,0,0,0,0,0,1,,0,0,5,5,5,,5,5,1,0,0,0,0,1,2,4,3,4,0,0,0,0,1,3,3,1,1,,3,4,3,4,2,2,3,2,2,2,0,0,1,1,1,0,0,0,2,1,1,2,4,1,0,0,0,0,2,,,3,,3,2,1,2,2,4,4,2,1,2,3,,,,,,,,,,0,1,0,0,1,0,0,0,0,1,1,0,1,0,3,2,0,,,0,1,0,0,0,0,0,0,0,1,2,4,2,2,4,0,0,0,0,1,0,0,1,2,1,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28210,9,905.61,1,2,4/27/25 20:16,spanish,0.9581161
889,0eygcpama5d2es69,4/27/25 22:39,3,1,2,0,1,0,0,0,0,0,14,,2,10,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,1,16,1,2,0,1,0,1,,0,1,0,2,2,2,2,2,2,1,2,2,,2,2,0,0,0,0,0,0,1,0,0,,0,0,5,5,3,,5,5,0,1,0,0,0,4,1,5,2,3,0,0,0,0,1,3,4,2,1,,2,2,3,4,2,2,2,2,2,2,0,0,1,0,0,0,0,0,4,3,3,2,3,0,0,0,1,0,4,,,3,,3,2,2,1,3,5,3,4,4,2,3,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,2,2,1,0,0,0,0,0,0,0,0,1,,3,10,1,3,1,0,0,0,0,1,0,0,1,2,1,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33033,9,619.52,5,6,4/27/25 22:28,english,0.9017563
914,dbb1sp0q84aabx4b,4/28/25 0:15,4,1,2,0,1,0,0,0,0,0,13,,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,7,3,2,33,2,2,0,1,0,3,,0,1,0,2,2,2,2,3,2,2,2,2,,4,1,1,1,0,1,0,1,0,0,0,1,,0,5,2,1,,5,5,1,1,0,0,0,2,1,6,1,2,0,0,0,0,1,1,1,1,4,,1,1,6,4,1,1,1,1,1,1,0,1,0,0,0,0,1,0,4,1,1,2,1,1,0,1,0,0,3,,,1,,1,1,2,1,1,5,5,3,3,3,3,,,,,,,,,,0,1,0,1,0,0,1,0,1,1,0,0,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,1,,3,10,1,1,2,1,0,0,0,0,0,0,,1,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,98101,9,1169.15,5,6,4/27/25 23:56,english,1.024723
960,uh8jwmtzhxcjvh73,4/28/25 6:00,3,2,2,0,1,0,0,0,0,0,5,,3,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,4,2,1,31,2,2,0,1,0,6,,0,1,0,2,2,2,2,3,2,2,2,2,,1,2,0,0,0,0,0,0,0,0,0,,0,1,5,5,3,,5,5,0,0,0,0,1,1,1,5,2,3,0,0,0,0,1,3,4,2,2,,3,4,6,3,2,2,3,2,2,2,1,0,0,0,1,0,0,0,1,3,3,3,3,0,0,0,0,1,5,,,1,,2,2,4,1,3,4,4,4,4,3,2,0,0,0,0,0,0,1,"Crossing the border, while leaving the US.",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,2,1,0,0,0,0,0,0,0,0,1,,3,1,1,3,4,0,0,0,0,1,0,0,1,3,,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,78015,9,819.12,1,1,4/28/25 5:46,english,0.5526797
1032,54kxfm9sxgqnkuup,4/28/25 14:14,4,1,2,0,1,0,0,0,0,0,13,,1,5,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,54,2,2,0,1,0,3,,0,1,0,3,2,2,3,3,2,1,2,2,,3,1,1,0,0,0,0,0,0,0,0,0,,0,5,3,3,,5,5,0,0,1,0,0,1,1,7,3,5,0,0,0,0,1,1,4,5,5,,2,3,6,4,3,2,2,2,2,2,0,1,1,1,0,1,1,0,4,2,1,2,1,0,0,0,0,1,5,,,3,,3,1,4,4,4,4,3,4,2,2,3,,,,,,,,,,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,2,0,,,0,0,0,0,0,0,0,0,1,,3,13,3,4,2,1,0,0,0,0,0,0,,2,2,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,90003,1,3339.43,6,6,4/28/25 13:05,spanish,1.183555
1131,63scjgn7a5xb768f,4/28/25 18:50,4,1,2,0,1,0,0,0,0,0,13,,1,5,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,49,2,2,0,1,0,1,,0,1,0,2,2,2,2,2,2,2,2,2,,1,2,0,0,0,0,0,0,0,0,1,,1,0,5,5,4,,5,5,1,0,0,0,0,3,2,7,3,4,0,0,0,0,1,1,1,2,2,,3,3,5,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,3,4,4,3,4,0,0,0,1,0,6,,,4,,2,2,1,1,2,4,5,2,2,3,3,,,,,,,,,,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,1,,2,7,2,2,4,0,0,0,0,0,0,1,1,2,2,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,92882,1,2192.04,6,6,4/28/25 18:13,spanish,1.006022
1162,x9k4d9m5tax6h0j3,4/28/25 21:48,3,1,2,0,1,0,0,0,0,0,13,,1,22,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,2,32,1,2,0,1,0,1,,0,1,0,2,2,2,2,2,2,1,2,2,,4,2,0,0,0,0,0,0,1,0,0,0,,0,5,5,5,,5,5,0,0,0,1,0,2,2,7,1,1,0,0,0,0,1,2,2,4,4,,1,1,2,2,2,2,1,1,3,1,0,1,0,1,0,1,0,0,2,2,2,2,2,1,0,0,0,0,2,,,3,,3,2,2,2,2,5,5,2,2,1,3,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,2,2,1,3,1,0,0,0,0,0,0,0,0,1,3,11,1,1,1,1,0,0,0,0,0,0,,3,,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2121,9,960.87,5,6,4/28/25 21:27,english,0.9017563
1192,c8gy83cx3wanwzub,4/29/25 2:33,4,1,2,1,1,0,0,0,0,0,13,,1,5,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,50,2,2,0,1,0,6,,0,1,0,2,2,2,2,2,2,2,2,2,,1,1,0,0,0,0,0,0,0,0,0,,0,1,5,5,5,,5,5,0,0,0,1,0,3,2,5,2,3,0,0,0,0,1,3,3,2,3,,1,3,15,2,2,2,3,2,2,2,0,0,0,0,1,0,0,0,3,4,3,2,2,0,1,0,0,0,4,,,4,,3,2,3,1,3,1,3,3,3,1,3,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0,,,0,0,0,0,0,0,0,0,1,,3,7,3,3,4,0,0,0,0,0,1,0,1,2,2,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,93446,9,831.88,1,1,4/29/25 2:19,english,0.7316523
1269,bpbj01th4bgap2wx,4/29/25 11:36,6,2,2,0,1,0,0,0,0,0,15,,2,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,5,2,1,60,1,2,0,1,0,8,I was adopted,0,1,0,3,2,2,3,3,2,3,2,2,,1,1,0,0,0,0,0,0,0,0,0,,0,1,5,5,5,,5,5,0,0,0,1,0,3,3,7,3,4,0,0,0,0,1,3,4,5,2,,3,3,1,3,2,2,2,2,2,2,0,0,0,0,1,0,0,0,3,5,3,2,4,0,0,0,0,1,5,,,1,,1,1,3,1,2,5,1,2,4,3,3,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,,,0,0,0,0,0,0,0,0,1,,3,1,2,4,4,1,0,0,0,0,0,0,1,2,2,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,98499,6,421.85,1,2,4/29/25 11:29,english,1.055465
